# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466380.bam" "SRR24466381.bam" "SRR24466382.bam" "SRR24466389.bam" "SRR24466390.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466380.bam	SRR24466381.bam	SRR24466382.bam	SRR24466389.bam	SRR24466390.bam	SRR24466391.bam
YNR001C	XIV	629622	631061	-	1440	6025	9323	9772	30838	12587	14534
YNL091W	XIV	452408	456130	+	3723	2200	2973	2022	8043	3994	4012
YNL157W	XIV	340352	340858	+	507	3624	5061	4081	8602	4662	4075
YNL315C	XIV	43324	44280	-	957	987	1724	1184	4711	2128	1942
YNL221C	XIV	231068	233695	-	2628	1296	1431	794	5109	1993	3767
YNR052C	XIV	719346	720647	-	1302	937	1333	780	3920	1492	1899
YNL061W	XIV	510540	512396	+	1857	571	807	567	2638	464	1597
YNL284C	XIV	103134	104102	-	969	1498	2409	2220	5077	2748	2523
YNR040W	XIV	699690	700460	+	771	317	391	291	878	473	473
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1438	1919	955	4590	2493	2851
YNL097W-A	XIV	441431	441586	+	156	3	9	14	400	18	212
YNL121C	XIV	398684	400537	-	1854	2083	3418	2635	9958	3583	4468
snR191	XIV	721938	722211	-	274	131	234	223	227	201	341
YNL043C	XIV	545589	545909	-	321	44	77	91	299	192	157
YNR055C	XIV	728426	730186	-	1761	2907	3353	2088	5924	3635	3344
YNL039W	XIV	555048	556832	+	1785	1199	1739	1466	4615	1870	2109
YNR036C	XIV	694361	694822	-	462	3731	4052	4020	8442	4563	4428
YNL304W	XIV	60297	61550	+	1254	433	588	402	1498	611	683
YNL119W	XIV	401040	402521	+	1482	163	377	135	813	292	736
YNL034W	XIV	570477	572315	+	1839	4	12	0	8	6	10
YNL187W	XIV	287994	289067	+	1074	180	342	119	814	370	450
YNL310C	XIV	51907	52431	-	525	690	982	459	2269	971	1213
YNL277W	XIV	117349	118809	+	1461	1284	1259	667	6767	997	2200
YNL126W	XIV	387227	389767	+	2541	919	975	782	2420	985	1601
tL(UAA)N	XIV	726134	726217	-	84	2	1	2	0	4	4
YNL210W	XIV	250931	251743	+	813	2	6	0	2	2	2
YNR041C	XIV	700541	701659	-	1119	421	467	302	1863	477	994
YNL193W	XIV	274368	276044	+	1677	917	1453	987	3782	1588	1879
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	5247	4379	2135	15435	6345	8580
YNL263C	XIV	146896	147840	-	945	2821	3378	1709	5853	2877	3210
YNL059C	XIV	512668	514935	-	2268	1589	2317	1649	5309	2359	2465
YNL028W	XIV	578679	578996	+	318	0	0	1	6	2	0
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	6549	5643	2668	11701	5315	5314
YNL026W	XIV	581920	583374	+	1455	969	1641	1228	3775	1968	1881
YNL067W	XIV	499681	500256	+	576	9922	13206	8051	32807	11606	18651
YNL205C	XIV	258155	258577	-	423	2	1	0	2	2	0
YNL104C	XIV	424895	426754	-	1860	6578	8539	5263	41310	12836	24746
YNL169C	XIV	316169	317671	-	1503	1986	2511	1178	6333	2754	2492
YNL268W	XIV	138550	140385	+	1836	5835	7772	4630	14945	7607	7816
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	29117	33313	21614	63150	28091	36733
YNL257C	XIV	160631	164320	-	3690	1390	1801	1359	3842	1806	1821
YNL229C	XIV	219137	220201	-	1065	1586	2272	1386	5406	2522	3407
YNL042W-B	XIV	547113	547370	+	258	1	1	1	13	11	6
YNL248C	XIV	181361	182608	-	1248	653	639	388	2394	433	1687
YNR045W	XIV	706139	707608	+	1470	646	976	935	2643	1719	1567
YNR051C	XIV	716780	718327	-	1548	1673	3348	1603	7596	4170	3484
YNL190W	XIV	282395	283009	+	615	5238	7745	2652	15407	5866	7026
YNL194C	XIV	272710	273615	-	906	1563	2904	8909	7733	7931	2282
YNL080C	XIV	476932	478032	-	1101	1710	1754	739	4264	1643	2126
YNR005C	XIV	636931	637335	-	405	0	0	2	0	0	0
YNR064C	XIV	749136	750008	-	873	29	22	24	34	19	16
YNL145W	XIV	352414	352530	+	117	32	33	17	215	336	36
YNR068C	XIV	760067	760885	-	819	1900	1500	1123	7007	2937	2814
YNL323W	XIV	31944	33188	+	1245	1609	2176	1035	3068	1897	1893
YNL003C	XIV	624975	625829	-	855	1234	2015	1277	2979	2008	1588
YNL199C	XIV	264926	266530	-	1605	1101	1327	959	3342	1356	1719
YNL048W	XIV	538173	539819	+	1647	2759	3473	1787	4896	3428	2855
YNL072W	XIV	490317	491240	+	924	232	279	196	963	229	496
YNL224C	XIV	224796	227099	-	2304	713	1171	1053	2429	1216	1075
YNL067W-A	XIV	498538	498684	+	147	3	2	4	4	0	9
YNR032W	XIV	686010	687116	+	1107	803	1365	908	2893	1780	1533
YNL206C	XIV	256788	258155	-	1368	1909	2460	2152	4823	2319	2531
YNR062C	XIV	744360	745343	-	984	10	12	16	32	26	11
YNL203C	XIV	259439	260050	-	612	61	80	36	118	70	68
YNL273W	XIV	122883	126599	+	3717	429	482	306	948	362	495
tI(AAU)N1	XIV	569867	569940	-	74	1	2	3	7	0	4
YNL213C	XIV	246460	247104	-	645	612	873	588	1696	1421	975
YNL055C	XIV	517994	518845	-	852	7281	11987	8100	44368	16247	18119
YNL170W	XIV	315978	316373	+	396	374	437	407	497	327	205
YNR013C	XIV	649028	651712	-	2685	2122	2402	1311	5000	2210	2502
YNL269W	XIV	137699	138094	+	396	0	10	4	6	2	0
YNR020C	XIV	667410	668222	-	813	431	537	250	1093	596	599
YNL041C	XIV	549468	551987	-	2520	1140	2109	1789	5194	2246	2882
YNL234W	XIV	210233	211513	+	1281	516	941	615	2185	939	1472
YNL165W	XIV	323832	325052	+	1221	322	530	326	810	447	444
YNL116W	XIV	408341	409909	+	1569	571	674	388	2808	793	1615
YNL008C	XIV	616211	618241	-	2031	5140	3128	2285	10456	3642	2631
YNL309W	XIV	52662	53924	+	1263	310	404	194	825	290	476
YNR015W	XIV	653387	654541	+	1155	402	521	238	1464	477	1005
YNR075W	XIV	779916	781040	+	1125	873	818	294	918	766	613
YNL025C	XIV	584320	585291	-	972	510	727	478	2118	1019	1391
YNL058C	XIV	515763	516713	-	951	840	904	510	4363	2503	2156
YNL313C	XIV	45308	48022	-	2715	347	446	229	1170	265	583
YNL122C	XIV	398023	398370	-	348	4238	6094	8114	7372	7413	4939
YNL094W	XIV	447611	449374	+	1764	1222	1837	1063	3418	2062	1668
YNL001W	XIV	627456	628616	+	1161	594	1101	862	2573	1128	1578
YNL317W	XIV	40619	42016	+	1398	451	544	446	2007	798	1040
YNL035C	XIV	568522	569691	-	1170	1092	1573	1205	2922	1463	1658
YNL007C	XIV	618507	619565	-	1059	34056	40192	24769	167394	30054	34034
YNL162W-A	XIV	330329	330547	+	219	270	404	196	297	200	242
YNR039C	XIV	697614	699431	-	1818	1146	1524	709	2180	1193	1175
YNL103W-A	XIV	426719	426808	+	90	2	14	6	0	0	0
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	104	91	69	55	72	32
YNL052W	XIV	531725	532186	+	462	1686	2563	2080	6161	3134	2745
YNL120C	XIV	401033	401518	-	486	7	4	14	26	4	2
YNL002C	XIV	626174	627142	-	969	1296	1745	972	3241	908	2533
YNL311C	XIV	49397	51688	-	2292	1061	1331	1109	3175	1342	1631
YNR007C	XIV	639182	640114	-	933	562	926	764	2170	1229	1112
YNL291C	XIV	84169	85815	-	1647	2008	2672	1295	2709	2245	1516
YNL195C	XIV	271523	272308	-	786	579	842	3514	1805	2622	929
YNL087W	XIV	462411	465947	+	3537	8139	9781	4170	9653	6340	5735
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	2	2	1	4	3	4
YNL217W	XIV	240331	241311	+	981	2066	2896	1225	3234	2002	1601
YNL029C	XIV	577205	578773	-	1569	1597	1539	779	2348	1362	1403
YNR028W	XIV	676177	677103	+	927	1929	2155	1433	5103	2535	2614
YNL009W	XIV	614821	616083	+	1263	752	908	1202	1324	1357	786
YNL024C-A	XIV	586602	586820	-	219	10726	12691	10328	9804	10623	7994
YNL334C	XIV	12208	12876	-	669	105	75	56	201	85	80
YNL319W	XIV	38642	39082	+	441	65	122	93	105	111	41
YNL295W	XIV	76946	78520	+	1575	380	599	480	1508	688	912
tN(GUU)N2	XIV	632599	632672	+	74	1	0	0	0	0	0
YNL192W	XIV	276502	279897	+	3396	7346	7508	4736	9246	5047	4514
YNL149C	XIV	349367	349756	-	390	8233	12435	11373	12938	9673	6428
YNL071W	XIV	491523	492971	+	1449	4447	6466	3832	19746	7678	8484
YNL089C	XIV	456693	457169	-	477	4	2	6	0	2	8
YNL308C	XIV	54122	55897	-	1776	750	1049	498	2946	770	2045
YNL239W	XIV	200569	201933	+	1365	1837	2942	1502	11196	4247	5540
YNL275W	XIV	119268	120998	+	1731	282	440	263	745	533	518
YNR071C	XIV	770440	771468	-	1029	22	26	12	84	48	24
YNL226W	XIV	222239	222649	+	411	4	8	6	8	31	23
YNL040W	XIV	553380	554750	+	1371	458	621	437	1536	1044	710
YNL117W	XIV	406358	408022	+	1665	59	78	80	162	104	46
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	580	803	436	1802	1167	1086
YNL086W	XIV	466334	466642	+	309	136	186	117	612	320	365
YNL017C	XIV	602138	602476	-	339	0	0	2	10	4	14
YNR070W	XIV	765375	769376	+	4002	137	179	211	509	260	204
YNR067C	XIV	755746	759099	-	3354	7779	9643	4285	10814	6356	4424
YNL305C	XIV	58898	59791	-	894	4108	5243	3566	8978	5438	4058
YNL015W	XIV	605384	605611	+	228	7560	13236	18101	17522	13876	6168
YNL146C-A	XIV	351386	351580	-	195	9	16	3	23	30	20
YNL063W	XIV	507758	508702	+	945	1058	950	567	3610	942	1109
YNL294C	XIV	78659	80260	-	1602	2463	3265	2444	4334	2979	2239
YNR046W	XIV	707788	708195	+	408	355	373	170	1178	322	641
YNL167C	XIV	319416	321359	-	1944	1091	1394	1022	3821	1860	1923
YNL280C	XIV	109095	110411	-	1317	2904	2632	1264	5006	2324	2460
YNR002C	XIV	633008	633856	-	849	145	247	296	372	306	222
YNL036W	XIV	559814	560479	+	666	2692	2947	4377	7247	3663	7092
YNL075W	XIV	485607	486479	+	873	429	412	258	1064	303	938
YNR058W	XIV	734291	735733	+	1443	465	472	223	1165	575	560
YNL054W	XIV	526086	529583	+	3498	790	1236	770	2487	1254	1196
YNR006W	XIV	636986	638854	+	1869	1296	1922	1352	4604	2363	2384
YNR042W	XIV	701238	701666	+	429	4	2	0	9	2	5
YNL261W	XIV	155100	156539	+	1440	661	1013	733	2245	1058	1279
YNL188W	XIV	286308	287609	+	1302	643	1056	768	2259	1754	1620
YNL146W	XIV	351715	352017	+	303	97	181	163	469	359	329
YNL228W	XIV	220645	221421	+	777	10	10	16	51	41	58
YNL211C	XIV	250055	250315	-	261	2721	4175	4081	4565	5852	2691
YNR021W	XIV	668377	669591	+	1215	7676	8303	4828	13320	7419	8284
YNL201C	XIV	260627	263203	-	2577	665	1176	720	2666	1232	1607
YNR033W	XIV	687635	689998	+	2364	486	873	639	2417	1110	1187
YNR034W	XIV	690321	691286	+	966	990	1330	869	4896	1757	2056
YNL272C	XIV	126805	129084	-	2280	2667	3568	4515	7418	3717	3460
YNL245C	XIV	186346	186885	-	540	131	271	134	522	259	324
YNR074C	XIV	777602	778738	-	1137	754	924	663	3275	1126	1587
YNL123W	XIV	394685	397678	+	2994	798	1142	568	3173	1076	1619
YNR016C	XIV	654673	661374	-	6702	8343	9253	6902	28184	10327	10413
YNL223W	XIV	227370	228854	+	1485	749	1015	1319	2296	1520	1260
YNR032C-A	XIV	687243	687464	-	222	3263	4953	5525	4905	5046	2891
YNL133C	XIV	374171	374692	-	522	1012	1573	1053	2454	1579	1353
YNL178W	XIV	302680	303402	+	723	25124	31245	16767	89087	26171	54431
YNL065W	XIV	503724	505484	+	1761	222	575	107	1184	330	220
YNR043W	XIV	701895	703085	+	1191	975	1350	660	4246	1355	2232
YNL021W	XIV	593227	595347	+	2121	623	925	847	2737	1238	1500
YNL124W	XIV	392892	394370	+	1479	340	396	175	1537	461	788
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	1915	2398	1627	4484	1434	2556
YNL143C	XIV	356794	357186	-	393	1201	1227	995	962	1324	730
YNL251C	XIV	172588	174315	-	1728	1280	899	571	6472	1461	2461
snR40	XIV	89210	89306	+	97	144	198	177	246	176	277
YNL299W	XIV	66517	68445	+	1929	412	301	156	723	193	336
snR19	XIV	230105	230672	-	568	154	109	195	600	399	345
YNR049C	XIV	713023	713655	-	633	799	1305	866	3016	1635	1588
YNL163C	XIV	326741	330073	-	3333	641	819	469	2307	996	1217
YNR073C	XIV	774792	776300	-	1509	8	16	17	31	37	11
YNL127W	XIV	383987	386848	+	2862	871	1472	1397	3212	1812	1522
YNL118C	XIV	402652	405564	-	2913	2305	3740	2409	8546	3891	4327
tT(AGU)N2	XIV	560693	560765	-	73	3	3	2	4	3	4
YNL189W	XIV	284260	285888	+	1629	3151	4384	3671	11649	4375	5461
YNL290W	XIV	86218	87240	+	1023	1071	1476	668	3675	1341	2016
YNR025C	XIV	672702	673061	-	360	131	183	149	207	142	147
YNL250W	XIV	175410	179348	+	3939	286	772	922	1431	898	628
YNL314W	XIV	44447	45214	+	768	448	539	318	1303	654	725
YNL227C	XIV	220659	222431	-	1773	453	674	393	1732	574	1259
YNL218W	XIV	238238	240001	+	1764	209	294	130	549	345	392
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	2245	2955	2417	8248	4636	4954
YNR023W	XIV	670418	672118	+	1701	953	1314	1009	3401	1361	1723
YNL092W	XIV	450871	452073	+	1203	261	409	266	971	543	449
YNL324W	XIV	31050	31445	+	396	20	21	36	28	24	13
YNL233W	XIV	211922	214600	+	2679	648	857	685	1984	694	1146
YNL155W	XIV	342516	343340	+	825	1969	5117	5389	9596	6173	3595
YNL020C	XIV	595623	597539	-	1917	804	803	529	2470	1017	1270
YNL076W	XIV	483556	485310	+	1755	969	1383	801	3361	1618	1642
YNL200C	XIV	263713	264453	-	741	1600	2990	3813	6450	4328	2256
YNL177C	XIV	303686	304615	-	930	1538	2172	1710	5613	2715	3100
YNL077W	XIV	481391	482977	+	1587	8832	9570	5847	39403	5282	7479
YNL293W	XIV	80640	82541	+	1902	915	1338	1049	2684	1328	1410
YNL098C	XIV	439602	440570	-	969	4532	5598	4615	20583	6602	9682
YNR004W	XIV	635943	636383	+	441	131	213	152	330	215	154
YNL049C	XIV	535281	537911	-	2631	1235	1869	1150	3542	1787	1981
YNR019W	XIV	665339	667267	+	1929	2571	3884	2002	6104	2778	2085
YNL031C	XIV	575640	576050	-	411	46126	69279	48202	128304	65712	85600
YNL019C	XIV	598376	599230	-	855	0	0	2	8	3	3
YNL214W	XIV	245617	246216	+	600	711	941	1096	2013	1071	990
YNL006W	XIV	620067	620978	+	912	42626	49115	24206	90399	23682	11863
YNR030W	XIV	678799	680454	+	1656	2935	3103	1258	4760	2879	2292
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	14986	20541	17474	15063	16125	10459
YNL090W	XIV	456565	457143	+	579	2821	3105	2727	5603	2660	3112
YNL151C	XIV	347766	348521	-	756	650	677	455	2222	767	1570
YNL254C	XIV	168043	169248	-	1206	220	289	181	549	351	377
YNR008W	XIV	640396	642381	+	1986	1352	1919	677	3075	1647	1446
YNR038W	XIV	695595	697484	+	1890	424	566	326	1209	419	806
YNR003W-A	XIV	634420	634518	+	99	0	0	0	8	3	0
YNL307C	XIV	56446	57573	-	1128	2094	2804	1590	8740	3010	4347
YNL131W	XIV	378767	379225	+	459	2346	3365	2301	8556	4609	4490
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	1376	2419	2190	5444	3192	2478
YNL175C	XIV	307401	308612	-	1212	385	373	244	1486	264	1186
YNL042W	XIV	548100	549290	+	1191	617	728	406	2363	915	1308
YNL022C	XIV	591427	592899	-	1473	269	435	319	1165	398	663
YNL056W	XIV	517249	517842	+	594	1089	1431	901	4693	2151	2454
YNL011C	XIV	611836	613170	-	1335	1095	1617	1200	3085	2011	1612
YNL329C	XIV	19541	22633	-	3093	1042	1369	1064	3053	1435	1506
YNL074C	XIV	486766	488124	-	1359	1761	2699	1458	7351	2645	3111
YNL093W	XIV	449868	450530	+	663	222	243	186	323	200	104
YNR047W	XIV	708523	711204	+	2682	988	1262	1257	2643	1557	1319
YNL183C	XIV	293137	295509	-	2373	951	1150	790	3624	1871	1730
YNL057W	XIV	516403	516735	+	333	49	41	22	95	49	37
YNL238W	XIV	202428	204872	+	2445	2789	2988	1704	7279	4118	4383
YNL154C	XIV	343636	345276	-	1641	2534	3089	1895	10503	3483	5364
YNL267W	XIV	140878	144078	+	3201	1687	2320	2064	5880	3605	3285
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	71	116	75	65	120	52
YNL014W	XIV	606319	609453	+	3135	164	203	250	627	444	400
NME1	XIV	585587	585926	+	340	232	266	332	1024	339	796
YNL078W	XIV	479768	480991	+	1224	534	682	459	2603	1006	1290
YNL209W	XIV	252059	253900	+	1842	12058	11683	6021	45420	8856	24137
YNL253W	XIV	170018	171286	+	1269	908	1628	1380	3041	1423	1503
YNL173C	XIV	308957	310057	-	1101	1240	1982	1854	5004	2916	2293
YNL066W	XIV	501515	502777	+	1263	3745	4648	2026	11030	5463	5681
YNL321W	XIV	34696	37422	+	2727	1435	1440	997	3539	1819	1968
YNR054C	XIV	723356	724306	-	951	171	203	107	611	132	414
YNR072W	XIV	772657	774351	+	1695	2	8	4	10	2	10
YNR076W	XIV	781918	782280	+	363	73	59	38	75	52	31
YNR031C	XIV	680694	685433	-	4740	1165	1692	1218	4335	2389	2223
YNL110C	XIV	417826	418488	-	663	1559	1772	1429	4163	952	2632
YNL232W	XIV	214923	215801	+	879	1770	2119	1826	3408	1477	1865
YNL262W	XIV	148212	154880	+	6669	842	1133	864	3185	983	1261
YNL142W	XIV	357453	358952	+	1500	2241	1481	741	8826	1751	2947
YNL129W	XIV	381480	382202	+	723	3039	4194	4150	8780	3912	3924
YNR014W	XIV	652465	653103	+	639	961	1146	1009	3177	1124	2045
YNL005C	XIV	621313	622428	-	1116	1217	2292	1628	5223	3079	2822
YNL174W	XIV	308074	308646	+	573	3	0	0	5	4	0
YNL335W	XIV	11452	12129	+	678	9	10	2	30	7	5
YNL240C	XIV	198502	199977	-	1476	292	370	269	1230	526	921
YNL318C	XIV	38707	40329	-	1623	16	14	14	15	12	4
YNL256W	XIV	164623	167097	+	2475	630	1043	460	2980	899	1386
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	295	482	542	622	610	269
YNR029C	XIV	677199	678488	-	1290	602	871	514	2126	918	1224
YNL130C-A	XIV	381245	381391	-	147	5	15	17	29	16	18
YNL107W	XIV	420098	420778	+	681	1184	1940	1800	3580	1770	1551
YNR065C	XIV	750350	753700	-	3351	1462	2302	1045	2782	1916	1237
YNL332W	XIV	14832	15854	+	1023	20	20	15	50	18	12
YNL023C	XIV	588263	591160	-	2898	527	765	579	1441	857	841
YNR056C	XIV	731618	733303	-	1686	59	50	19	218	48	84
YNL186W	XIV	289498	291876	+	2379	1023	1503	663	2361	1276	1520
YNL153C	XIV	345669	346058	-	390	3532	5034	3739	8526	4018	4201
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	9011	9634	3768	17368	8598	8470
YNL088W	XIV	457704	461990	+	4287	1542	2030	2057	4696	1769	2224
YNL216W	XIV	241689	244172	+	2484	1267	1594	1105	4719	1848	1921
YNL276C	XIV	118431	118826	-	396	13	13	9	17	13	19
YNL108C	XIV	419014	419826	-	813	1003	1619	934	3786	1415	1543
YNL252C	XIV	171441	172286	-	846	631	1137	834	3500	1606	1669
YNL181W	XIV	298335	299558	+	1224	736	1509	871	2551	1268	1380
YNL197C	XIV	267608	269593	-	1986	1087	1205	816	4290	1610	2282
YNL064C	XIV	505868	507097	-	1230	14397	12668	6785	69774	7187	21283
YNL202W	XIV	259578	260456	+	879	75	93	65	135	137	47
YNL283C	XIV	105184	106695	-	1512	5598	4977	2022	4371	2720	2454
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	5240	9276	12720	15672	10178	6473
YNL286W	XIV	95223	96080	+	858	2525	3654	4160	4982	3538	2589
YNL337W	XIV	7165	7419	+	255	0	0	0	0	0	0
YNL322C	XIV	33294	34235	-	942	8252	8822	4415	12750	6916	5988
YNL158W	XIV	339612	340208	+	597	1127	1276	534	1974	1292	1062
YNL168C	XIV	318030	318809	-	780	968	1551	1008	4288	1683	1794
YNL259C	XIV	157644	157865	-	222	38377	43947	33211	13123	42471	15527
YNR022C	XIV	669774	670193	-	420	1094	1864	1259	3773	2564	1818
YNR077C	XIV	783287	783541	-	255	0	0	0	2	2	0
YNL068C	XIV	495701	498289	-	2589	953	1025	629	2494	928	1406
tI(AAU)N2	XIV	602312	602385	+	74	3	4	2	8	0	1
YNL037C	XIV	557920	559002	-	1083	2759	3971	2964	21907	7810	8531
YNL085W	XIV	467131	469623	+	2493	3730	5236	5029	11201	4992	5065
YNL051W	XIV	532659	533870	+	1212	683	1151	902	2887	1502	1721
YNL148C	XIV	349907	350671	-	765	228	409	248	930	561	536
YNR075C-A	XIV	781511	781603	-	93	0	0	0	0	0	0
YNL255C	XIV	167329	167790	-	462	5436	6727	4946	18887	5436	11019
YNL070W	XIV	493366	493548	+	183	3862	5673	6931	12603	6733	4664
tD(GUC)N	XIV	519099	519169	-	71	3	6	3	46	13	8
tT(AGU)N1	XIV	104805	104877	+	73	66	55	39	25	52	47
YNL271C	XIV	129522	135383	-	5862	1583	2457	2157	5529	3363	2720
YNL198C	XIV	266514	266816	-	303	11	21	13	42	22	33
YNR018W	XIV	664270	664944	+	675	1150	1549	653	3781	1800	2315
YNL327W	XIV	24048	27173	+	3126	7163	10664	6583	20391	10169	10388
YNL236W	XIV	206930	209854	+	2925	944	1601	1083	3050	1791	1482
YNR001W-A	XIV	631263	631481	+	219	7	8	18	38	9	30
YNL053W	XIV	529942	531411	+	1470	472	699	408	1745	740	857
YNL281W	XIV	108467	108928	+	462	9810	12665	5926	33646	8025	10277
YNL279W	XIV	110917	112902	+	1986	126	133	70	720	376	146
YNL156C	XIV	341069	341968	-	900	2035	3072	1917	5857	3341	2902
YNL260C	XIV	156859	157455	-	597	552	1123	700	1735	1165	1026
YNL222W	XIV	229094	229714	+	621	3420	3316	4151	7336	3237	3290
YNL235C	XIV	209548	209979	-	432	0	4	5	11	2	13
YNR059W	XIV	736803	738545	+	1743	2622	2740	1343	3114	2162	1545
YNR044W	XIV	703699	705876	+	2178	1205	1450	754	6550	4350	1754
YNL225C	XIV	222724	224469	-	1746	906	1273	1124	2857	1503	1351
YNL215W	XIV	244468	245430	+	963	854	1391	971	3515	1479	1692
YNL326C	XIV	27337	28347	-	1011	1220	1660	1050	1944	1501	1197
YNL100W	XIV	437613	438317	+	705	3100	4041	5376	8162	4548	3820
YNR009W	XIV	642690	643439	+	750	681	630	320	2028	640	1059
YNR066C	XIV	753725	755035	-	1311	296	580	304	694	497	300
YNL339W-A	XIV	1517	2092	+	576	0	0	0	0	0	0
snR66	XIV	586090	586175	+	86	175	159	167	542	278	411
YNL266W	XIV	144245	144664	+	420	16	50	40	51	53	27
YNL292W	XIV	82806	84017	+	1212	309	476	233	1285	380	813
YNL242W	XIV	191324	196102	+	4779	541	821	916	2359	1472	1101
YNR057C	XIV	733356	734069	-	714	305	335	192	895	419	603
tG(UCC)N	XIV	96241	96312	-	72	8	28	17	11	12	6
YNL067W-B	XIV	499417	499557	+	141	3	0	2	1	1	3
YNL166C	XIV	322219	323565	-	1347	1771	1862	1394	4774	1567	2406
YNL111C	XIV	416940	417302	-	363	693	724	393	1601	691	697
YNL069C	XIV;XIV	493956;494974	494524;495001	-;-	597	19223	21988	9328	61422	19942	38386
YNL277W-A	XIV	116679	116867	+	189	19	14	11	32	11	13
YNL128W	XIV	382359	383663	+	1305	225	243	166	584	247	222
YNL300W	XIV	65744	66052	+	309	2833	3085	1228	4662	1517	3810
YNL179C	XIV	300666	301103	-	438	205	219	150	669	332	629
YNR050C	XIV	714048	715388	-	1341	1516	1987	1262	5972	2240	2875
snR49	XIV	716120	716284	+	165	3416	4714	4530	3930	5526	5531
YNL138W	XIV	366741	368321	+	1581	4092	6907	4737	14544	6515	6637
YNR048W	XIV	711630	712811	+	1182	572	726	401	1311	663	705
YNL302C	XIV;XIV	61958;62924	62372;62943	-;-	435	16751	18860	9031	48536	16900	31215
YNL045W	XIV	542963	544978	+	2016	1513	2406	2145	6401	2978	2940
YNL125C	XIV	390146	392167	-	2022	1952	2543	1561	5992	2793	2794
YNL207W	XIV	255353	256630	+	1278	354	410	242	1113	311	959
YNR011C	XIV	644320	646950	-	2631	411	495	313	1402	521	754
YNL241C	XIV	196426	197943	-	1518	6501	9044	6180	25452	10412	11160
YNL112W	XIV;XIV	413639;415914	414911;416281	+;+	1641	552	503	474	2509	346	2393
YNL249C	XIV	179394	181022	-	1629	371	577	518	1007	735	623
YNL270C	XIV	135940	137661	-	1722	237	154	112	471	147	150
YNL115C	XIV	410119	412053	-	1935	2753	5033	3181	5517	4991	3187
YNL073W	XIV	488386	490116	+	1731	1215	1832	1331	4396	2690	2210
YNL082W	XIV	473391	476012	+	2622	457	754	716	1496	492	766
YNL097C-B	XIV	440797	440919	-	123	26	28	16	79	41	58
YNR034W-A	XIV	692561	692857	+	297	25393	117970	242922	58562	214328	29992
YNL296W	XIV	76273	76587	+	315	0	0	0	1	0	0
YNL138W-A	XIV;XIV	366033;366158	366035;366412	+;+	258	993	1163	1010	2101	1365	1242
YNL196C	XIV	270275	271171	-	897	3	4	4	22	14	4
YNL109W	XIV	418964	419509	+	546	43	72	67	34	83	44
YNL101W	XIV	434999	437140	+	2142	2099	3215	1956	6311	3503	3135
YNR012W	XIV	647432	648937	+	1506	327	377	208	744	355	610
YNL114C	XIV	412684	413055	-	372	0	5	0	4	7	6
YNL237W	XIV	205188	206567	+	1380	239	483	322	452	430	219
YNL084C	XIV	470053	471102	-	1050	3088	4742	5305	10234	5080	4329
YNL289W	XIV	87897	88736	+	840	4514	8997	3018	3360	3322	1696
YNL171C	XIV	315629	315997	-	369	10	7	10	9	4	10
YNL208W	XIV	254418	255017	+	600	13531	16104	8306	22030	10135	7624
YNL010W	XIV	613635	614360	+	726	4624	5480	3617	13981	4915	5978
YNL134C	XIV	372451	373581	-	1131	4986	7573	5110	22454	7356	13332
YNR053C	XIV;XIV	721120;722303	721770;723112	-;-	1461	832	996	588	1842	501	1493
tP(AGG)N	XIV	631846	631917	-	72	3	10	5	0	2	2
YNL231C	XIV	215987	217042	-	1056	3114	4112	2776	8423	4940	4697
YNL230C	XIV	217523	218662	-	1140	339	466	301	1304	766	583
YNL339W-B	XIV	734	1216	+	483	0	0	0	0	0	0
YNL258C	XIV	158109	160373	-	2265	1167	2017	1666	4043	2643	2284
YNL328C	XIV	22834	23274	-	441	57	91	65	225	130	146
